3.238128498182148152e-02,3.347797760685378848e-02,3.464374062022734790e-02,3.588291170450849665e-02,3.719999698899053436e-02,3.859966153325754268e-02,4.008671697431908515e-02,4.166610616790552418e-02,4.334288480507399871e-02,4.512220016965539510e-02,4.700926738757612439e-02,4.900934366335041314e-02,5.112770106176531271e-02,5.336959835109129913e-02,5.574025228599194942e-02,5.824480851695467559e-02,6.088831213736146941e-02,6.367567778953640845e-02,6.661165928763901345e-02,6.970081886291409901e-02,7.294749631797060874e-02
3.399580271674577936e-02,3.514605249236233547e-02,3.636832278152629661e-02,3.766707844421290918e-02,3.904694951851883644e-02,4.051271991296197250e-02,4.206931299001995944e-02,4.372177390996128538e-02,4.547524878671189291e-02,4.733496091920019050e-02,4.930618456445255010e-02,5.139421686810685674e-02,5.360434862585410076e-02,5.594183449864147811e-02,5.841186315975703536e-02,6.101952765872991485e-02,6.376979610799575482e-02,6.666748268860059334e-02,6.971721895213074671e-02,7.292342543910464159e-02,7.629028366469796374e-02
3.570608687009213522e-02,3.691280466603664295e-02,3.819462007900269185e-02,3.955612419807293112e-02,4.100206841361531129e-02,4.253735100209171671e-02,4.416700033228242173e-02,4.589615462993424516e-02,4.773003845803549389e-02,4.967393631152827033e-02,5.173316394479438723e-02,5.391303820076556730e-02,5.621884615561267146e-02,5.865581432031906350e-02,6.122907846884931282e-02,6.394365443787548842e-02,6.680441002188518274e-02,6.981603791492926869e-02,7.298302953925951686e-02,7.630964952455757122e-02,7.979991050106974293e-02
3.751736996766844717e-02,3.878360791615448333e-02,4.012814653671380877e-02,4.155570044742706165e-02,4.307113774872223938e-02,4.467946417947784438e-02,4.638580365468963906e-02,4.819537522776437544e-02,5.011346678197507731e-02,5.214540602641894174e-02,5.429652960214181173e-02,5.657215124424275904e-02,5.897752996066146780e-02,6.151783906970199195e-02,6.419813670907782710e-02,6.702333813686281450e-02,6.999818984487558848e-02,7.312724524150104877e-02,7.641484145012361617e-02,7.986507659577637974e-02,8.348178677792808533e-02
3.943499062743745925e-02,4.076393706825710839e-02,4.217450998049136757e-02,4.367154271742795107e-02,4.526001301868228660e-02,4.694502443735123348e-02,4.873178397539711798e-02,5.062557612204569846e-02,5.263173379282903852e-02,5.475560696031419455e-02,5.700252999467675386e-02,5.937778884063482643e-02,6.188658911372874050e-02,6.453402600081065144e-02,6.732505652697225174e-02,7.026447435858619583e-02,7.335688691235095482e-02,7.660669418525566099e-02,8.001806843747161224e-02,8.359493364697520579e-02,8.734094348537076169e-02
4.146437404743023858e-02,4.285934533537053698e-02,4.433938591084002345e-02,4.590944064338017827e-02,4.757458710460898271e-02,4.934001402151955845e-02,5.121099587602412351e-02,5.319286404736351531e-02,5.529097523197621517e-02,5.751067817609446103e-02,5.985727995574603028e-02,6.233601308310356137e-02,6.495200457901785518e-02,6.771024783668067037e-02,7.061557765452164404e-02,7.367264830746507454e-02,7.688591403228221821e-02,8.025961089041065699e-02,8.379773867733848747e-02,8.750404137314134190e-02,9.138198454528483061e-02
4.361101095097548452e-02,4.507543986234684857e-02,4.662848934103863696e-02,4.827520583216620559e-02,5.002075395520053092e-02,5.187039183588659785e-02,5.382944268417189787e-02,5.590326326536936008e-02,5.809721026932810478e-02,6.041660586381492754e-02,6.286670385414959428e-02,6.545265781004802608e-02,6.817949224555799881e-02,7.105207747492139903e-02,7.407510818260494567e-02,7.725308513217662987e-02,8.059029889232696697e-02,8.409081405450587188e-02,8.775845219101592598e-02,9.159677174405980726e-02,9.560904309722378924e-02
4.588043436474716075e-02,4.741785492802928770e-02,4.904754417664335120e-02,5.077463723712101473e-02,5.260436987828156358e-02,5.454205071894408646e-02,5.659302999394034972e-02,5.876266581487118307e-02,6.105628921178585244e-02,6.347916946556582396e-02,6.603648126780126137e-02,6.873327503410252282e-02,7.157445125195119329e-02,7.456473911992514414e-02,7.770867902834434349e-02,8.101060775984071649e-02,8.447464476117778898e-02,8.810467752649057960e-02,9.190434405264856499e-02,9.587701043903532061e-02,1.000257419306860712e-01
4.827819326067832317e-02,4.989222194356020268e-02,5.160224940913375052e-02,5.341348348517079708e-02,5.533121208148061854e-02,5.736077246331043600e-02,5.950751765099944468e-02,6.177678118851658018e-02,6.417384182515449564e-02,6.670388977167394928e-02,6.937199606156370379e-02,7.218308614987015148e-02,7.514191825279528669e-02,7.825306616297349194e-02,8.152090549774049233e-02,8.494960168686942203e-02,8.854309758830987420e-02,9.230509848234882964e-02,9.623905231314552888e-02,1.003481233423576535e-01,1.046351577532326771e-01
5.080982186312497928e-02,5.250413517360517229e-02,5.429824120508369018e-02,5.619740142408295031e-02,5.820693394693352701e-02,6.033218030312839653e-02,6.257847017343462492e-02,6.495108563401559565e-02,6.745522663992574441e-02,7.009597943868010883e-02,7.287828927405322343e-02,7.580693813669078795e-02,7.888652752118414935e-02,8.212146529143603269e-02,8.551595499242227449e-02,8.907398541330076303e-02,9.279931798367575813e-02,9.669546967255367165e-02,1.007656893857840352e-01,1.050129263097303173e-01,1.094397891223481550e-01
5.348080340515882353e-02,5.525911210765317716e-02,5.714104999121313866e-02,5.913191019273567051e-02,6.123701656825111805e-02,6.346168863070149324e-02,6.581120558606223803e-02,6.829077122383524212e-02,7.090548146360182991e-02,7.366029610965946217e-02,7.656001581263571776e-02,7.960926444235338906e-02,8.281247616725342930e-02,8.617388567791253728e-02,8.969751934657196890e-02,9.338718479165097897e-02,9.724645634434979369e-02,1.012786542359215280e-01,1.054868158225556324e-01,1.098736577143061000e-01,1.144415281921529054e-01
5.629652738700650222e-02,5.816254769565530613e-02,6.013605193910551844e-02,6.222234043056549396e-02,6.442671638760924524e-02,6.675444998812633812e-02,6.921074287607048570e-02,7.180069498072620682e-02,7.452927535014412797e-02,7.740129821454858061e-02,8.042140473001500867e-02,8.359404992185434646e-02,8.692349341908438276e-02,9.041379182476552701e-02,9.406879014009024431e-02,9.789210960988832533e-02,1.018871296454714193e-01,1.060569619948678044e-01,1.104044159316252410e-01,1.149319538125627566e-01,1.196416368737254071e-01
