3.879037343636630442e-01,3.874361039521191930e-01,3.869394870924211527e-01,3.864121329028891716e-01,3.858522105491202780e-01,3.852578077250982669e-01,3.846269297890173022e-01,3.839574998440609677e-01,3.832473600584603846e-01,3.824942744971734920e-01,3.816959336939430014e-01,3.808499611371196081e-01,3.799539217879427389e-01,3.790053327068195754e-01,3.780016758364347362e-01,3.769404129767535694e-01,3.758190029755982264e-01,3.746349211372622112e-01,3.733856808145155637e-01,3.720688571032652603e-01,3.706821125259441296e-01
3.872490414374217260e-01,3.867590926208225866e-01,3.862389603010593642e-01,3.856868367921442720e-01,3.851008331428106279e-01,3.844789780052866313e-01,3.838192173458649936e-01,3.831194153055536011e-01,3.823773565094927274e-01,3.815907500872887104e-01,3.807572356095456634e-01,3.798743910798264012e-01,3.789397430584564019e-01,3.779507789444508381e-01,3.769049614073802235e-01,3.757997449379633648e-01,3.746325944660369722e-01,3.734010059704610529e-01,3.721025289790335089e-01,3.707347908414603821e-01,3.692955226793133150e-01
3.865565347674680408e-01,3.860431297702025533e-01,3.854982906147689792e-01,3.849201515763743253e-01,3.843067647346995463e-01,3.836560993763529770e-01,3.829660424437160149e-01,3.822344003478226893e-01,3.814589024372104786e-01,3.806372063620419577e-01,3.797669055019307627e-01,3.788455385491271143e-01,3.778706012682254145e-01,3.768395603976055219e-01,3.757498696183159681e-01,3.745989874893447813e-01,3.733843972287968493e-01,3.721036282070557810e-01,3.707542790180610726e-01,3.693340420256717160e-01,3.678407293661766775e-01
3.858242277034495404e-01,3.852861730431637599e-01,3.847153790924565664e-01,3.841099213084731012e-01,3.834677925309614155e-01,3.827869030775014614e-01,3.820650821006180697e-01,3.813000805224478484e-01,3.804895758187706312e-01,3.796311788545738142e-01,3.787224428887132066e-01,3.777608747789705790e-01,3.767439483428688396e-01,3.756691197713350472e-01,3.745338449532639169e-01,3.733355985468300720e-01,3.720718946259687354e-01,3.707403087409248954e-01,3.693385012711112858e-01,3.678642420339059971e-01,3.663154362612739967e-01
3.850500792995796839e-01,3.844861261770766703e-01,3.838880738728134290e-01,3.832539388166030236e-01,3.825816550411484385e-01,3.818690751365256819e-01,3.811139726839336550e-01,3.803140464686183830e-01,3.794669267085823972e-01,3.785701834492786189e-01,3.776213371778912031e-01,3.766178716181545205e-01,3.755572485896504498e-01,3.744369247608144713e-01,3.732543700939878750e-01,3.720070877727940650e-01,3.706926354175513749e-01,3.693086474392946461e-01,3.678528584691210246e-01,3.663231279412596519e-01,3.647174661142328356e-01
3.842319973409044631e-01,3.836408428739473409e-01,3.830141749935525586e-01,3.823499515789166026e-01,3.816460491107602770e-01,3.809002646512791856e-01,3.801103195113634814e-01,3.792738648735830553e-01,3.783884895566630435e-01,3.774517300059280767e-01,3.764610824893133145e-01,3.754140173847367312e-01,3.743079953730258369e-01,3.731404853069975047e-01,3.719089835129864574e-01,3.706110342960254322e-01,3.692442514663143993e-01,3.678063407896907666e-01,3.662951233994133915e-01,3.647085604001665260e-01,3.630447791468361385e-01
3.833678416949179990e-01,3.827481310700585615e-01,3.820914396759467202e-01,3.813956681158143791e-01,3.806586375032701142e-01,3.798780926241906997e-01,3.790517069714902654e-01,3.781770898734259645e-01,3.772517958356718659e-01,3.762733361053717807e-01,3.752391923581606115e-01,3.741468323213781866e-01,3.729937270883253442e-01,3.717773698537489291e-01,3.704952958102690763e-01,3.691451029892864888e-01,3.677244739111990568e-01,3.662311980358638475e-01,3.646631951840283992e-01,3.630185403372934161e-01,3.612954905055913435e-01
3.824554283399315691e-01,3.818057579318331896e-01,3.811175883712679680e-01,3.803887651599062725e-01,3.796170572484444117e-01,3.788001615163515967e-01,3.779357092739021318e-01,3.770212749438185962e-01,3.760543869658996008e-01,3.750325408516427816e-01,3.739532142142165672e-01,3.728138835257295836e-01,3.716120423162548869e-01,3.703452205294764932e-01,3.690110047872324217e-01,3.676070593897172167e-01,3.661311479936646962e-01,3.645811560749246394e-01,3.629551145006059687e-01,3.612512248047999308e-01,3.594678870539202431e-01
3.814925345857583805e-01,3.808114560648553359e-01,3.800903120219490949e-01,3.793268960163600489e-01,3.785189291234059006e-01,3.776640658360169711e-01,3.767599020887657524e-01,3.758039854859490658e-01,3.747938276945642078e-01,3.737269188508322570e-01,3.726007437417896972e-01,3.714127994722996595e-01,3.701606143167469054e-01,3.688417674827000892e-01,3.674539095787807685e-01,3.659947836817370459e-01,3.644622470439222717e-01,3.628542936797510832e-01,3.611690783200830479e-01,3.594049425109814289e-01,3.575604439125250056e-01
3.804769061290627086e-01,3.797629315468186717e-01,3.790072811114827966e-01,3.782077006456418533e-01,3.773618687517874548e-01,3.764674041973520291e-01,3.755218754626601929e-01,3.745228124510499024e-01,3.734677202417276409e-01,3.723540946675374386e-01,3.711794394355771298e-01,3.699412844850143434e-01,3.686372052932183618e-01,3.672648428947374311e-01,3.658219244657138769e-01,3.643062844524945776e-01,3.627158863959086821e-01,3.610488458290049829e-01,3.593034549000386768e-01,3.574782096619230631e-01,3.555718412064102774e-01
